Timestamp,Saved File,Topic,Size (Bytes)
2025-08-21_16-06-14,received_images/2025-08-21/cam2/cam2_2025-08-21_16-06-14.jpg,cameras/cam2/image,5115
2025-08-21_16-06-37,received_images/2025-08-21/cam2/cam2_2025-08-21_16-06-37.jpg,cameras/cam2/image,5078
2025-08-21_16-14-13,received_images/2025-08-21/cam2/cam2_2025-08-21_16-14-13.jpg,cameras/cam2/image,5071
2025-08-21_16-14-34,received_images/2025-08-21/cam2/cam2_2025-08-21_16-14-34.jpg,cameras/cam2/image,5109
2025-08-21_16-14-57,received_images/2025-08-21/cam2/cam2_2025-08-21_16-14-57.jpg,cameras/cam2/image,5092
2025-08-21_16-15-28,received_images/2025-08-21/cam2/cam2_2025-08-21_16-15-28.jpg,cameras/cam2/image,5078
2025-08-21_16-18-51,received_images/2025-08-21/cam2/cam2_2025-08-21_16-18-51.jpg,cameras/cam2/image,5088
2025-08-21_16-21-06,received_images/2025-08-21/cam2/cam2_2025-08-21_16-21-06.jpg,cameras/cam2/image,5106
2025-08-21_16-25-45,received_images/2025-08-21/cam2/cam2_2025-08-21_16-25-45.jpg,cameras/cam2/image,5106
2025-08-21_17-24-46,received_images/2025-08-21/cam2/cam2_2025-08-21_17-24-46.jpg,cameras/cam2/image,5807
2025-08-21_17-25-09,received_images/2025-08-21/cam2/cam2_2025-08-21_17-25-09.jpg,cameras/cam2/image,5097
2025-08-22_11-25-44,received_images/2025-08-22/cam2/cam2_2025-08-22_11-25-44.jpg,cameras/cam2/image,5103
2025-08-22_11-55-58,received_images/2025-08-22/cam2/cam2_2025-08-22_11-55-58.jpg,cameras/cam2/image,5086
2025-08-22_12-00-49,received_images/2025-08-22/cam2/cam2_2025-08-22_12-00-49.jpg,cameras/cam2/image,5086
2025-08-22_12-03-28,received_images/2025-08-22/cam2/cam2_2025-08-22_12-03-28.jpg,cameras/cam2/image,5086
2025-08-22_12-14-41,received_images/2025-08-22/cam2/cam2_2025-08-22_12-14-41.jpg,cameras/cam2/image,5116
2025-08-22_12-15-48,received_images/2025-08-22/cam2/cam2_2025-08-22_12-15-48.jpg,cameras/cam2/image,5116
2025-08-22_12-16-46,received_images/2025-08-22/cam2/cam2_2025-08-22_12-16-46.jpg,cameras/cam2/image,5116
2025-08-22_13-42-17,received_images/2025-08-22/cam2/cam2_2025-08-22_13-42-17.jpg,cameras/cam2/image,4857
2025-08-22_13-43-24,received_images/2025-08-22/cam2/cam2_2025-08-22_13-43-24.jpg,cameras/cam2/image,4092
2025-08-26_12-06-21,received_images/2025-08-26/cam2/cam2_2025-08-26_12-06-21.jpg,cameras/cam2/image,5917
2025-08-26_12-11-12,received_images/2025-08-26/cam2/cam2_2025-08-26_12-11-12.jpg,cameras/cam2/image,4990
2025-08-26_12-13-04,received_images/2025-08-26/cam2/cam2_2025-08-26_12-13-04.jpg,cameras/cam2/image,4990
2025-08-26_12-18-05,received_images/2025-08-26/cam2/cam2_2025-08-26_12-18-05.jpg,cameras/cam2/image,4990
2025-08-26_13-44-18,received_images/2025-08-26/cam2/cam2_2025-08-26_13-44-18.jpg,cameras/cam2/image,5114
2025-08-26_13-44-57,received_images/2025-08-26/cam2/cam2_2025-08-26_13-44-57.jpg,cameras/cam2/image,5114
2025-08-26_13-46-25,received_images/2025-08-26/cam2/cam2_2025-08-26_13-46-25.jpg,cameras/cam2/image,5101
2025-08-26_13-55-02,received_images/2025-08-26/cam2/cam2_2025-08-26_13-55-02.jpg,cameras/cam2/image,5113
2025-08-26_13-58-29,received_images/2025-08-26/cam2/cam2_2025-08-26_13-58-29.jpg,cameras/cam2/image,5116
2025-08-26_14-03-10,received_images/2025-08-26/cam2/cam2_2025-08-26_14-03-10.jpg,cameras/cam2/image,5116
2025-08-26_14-07-30,received_images/2025-08-26/cam2/cam2_2025-08-26_14-07-30.jpg,cameras/cam2/image,5116
2025-08-26_14-20-40,received_images/2025-08-26/cam2/cam2_2025-08-26_14-20-40.jpg,cameras/cam2/image,5114
2025-08-26_14-21-09,received_images/2025-08-26/cam2/cam2_2025-08-26_14-21-09.jpg,cameras/cam2/image,5114
2025-08-26_14-29-23,received_images/2025-08-26/cam2/cam2_2025-08-26_14-29-23.jpg,cameras/cam2/image,5118
2025-08-26_14-47-19,received_images/2025-08-26/cam2/cam2_2025-08-26_14-47-19.jpg,cameras/cam2/image,5118
2025-08-26_14-47-50,received_images/2025-08-26/cam2/cam2_2025-08-26_14-47-50.jpg,cameras/cam2/image,5118
2025-08-26_14-56-54,received_images/2025-08-26/cam2/cam2_2025-08-26_14-56-54.jpg,cameras/cam2/image,5104
2025-08-26_14-59-57,received_images/2025-08-26/cam2/cam2_2025-08-26_14-59-57.jpg,cameras/cam2/image,5104
2025-08-26_15-00-34,received_images/2025-08-26/cam2/cam2_2025-08-26_15-00-34.jpg,cameras/cam2/image,5104
2025-08-26_15-13-25,received_images/2025-08-26/cam2/cam2_2025-08-26_15-13-25.jpg,cameras/cam2/image,5104
2025-08-26_16-01-34,received_images/2025-08-26/cam2/cam2_2025-08-26_16-01-34.jpg,cameras/cam2/image,5056
2025-08-26_16-03-03,received_images/2025-08-26/cam2/cam2_2025-08-26_16-03-03.jpg,cameras/cam2/image,5056
2025-08-26_16-14-20,received_images/2025-08-26/cam2/cam2_2025-08-26_16-14-20.jpg,cameras/cam2/image,5056
2025-08-27_09-01-22,received_images/2025-08-27/cam2/cam2_2025-08-27_09-01-22.jpg,cameras/cam2/image,5069
2025-08-27_09-02-00,received_images/2025-08-27/cam2/cam2_2025-08-27_09-02-00.jpg,cameras/cam2/image,5069
2025-08-27_09-06-44,received_images/2025-08-27/cam2/cam2_2025-08-27_09-06-44.jpg,cameras/cam2/image,5069
2025-08-27_09-08-15,received_images/2025-08-27/cam2/cam2_2025-08-27_09-08-15.jpg,cameras/cam2/image,5069
2025-08-27_09-08-57,received_images/2025-08-27/cam2/cam2_2025-08-27_09-08-57.jpg,cameras/cam2/image,5069
2025-08-27_09-31-15,received_images/2025-08-27/cam2/cam2_2025-08-27_09-31-15.jpg,cameras/cam2/image,5069
2025-08-27_09-32-50,received_images/2025-08-27/cam2/cam2_2025-08-27_09-32-50.jpg,cameras/cam2/image,5069
2025-08-27_09-36-59,received_images/2025-08-27/cam2/cam2_2025-08-27_09-36-59.jpg,cameras/cam2/image,5069
2025-08-27_09-42-09,received_images/2025-08-27/cam2/cam2_2025-08-27_09-42-09.jpg,cameras/cam2/image,5069
2025-08-27_09-43-57,received_images/2025-08-27/cam2/cam2_2025-08-27_09-43-57.jpg,cameras/cam2/image,5069
2025-08-27_09-45-07,received_images/2025-08-27/cam2/cam2_2025-08-27_09-45-07.jpg,cameras/cam2/image,5069
2025-08-27_09-47-13,received_images/2025-08-27/cam2/cam2_2025-08-27_09-47-13.jpg,cameras/cam2/image,5069
2025-08-27_09-49-13,received_images/2025-08-27/cam2/cam2_2025-08-27_09-49-13.jpg,cameras/cam2/image,5069
2025-08-27_09-50-17,received_images/2025-08-27/cam2/cam2_2025-08-27_09-50-17.jpg,cameras/cam2/image,5069
2025-08-27_09-54-22,received_images/2025-08-27/cam2/cam2_2025-08-27_09-54-22.jpg,cameras/cam2/image,5069
2025-08-27_09-55-46,received_images/2025-08-27/cam2/cam2_2025-08-27_09-55-46.jpg,cameras/cam2/image,5069
2025-08-27_10-01-15,received_images/2025-08-27/cam2/cam2_2025-08-27_10-01-15.jpg,cameras/cam2/image,5069
2025-08-27_10-04-15,received_images/2025-08-27/cam2/cam2_2025-08-27_10-04-15.jpg,cameras/cam2/image,5069
2025-08-27_10-17-34,received_images/2025-08-27/cam2/cam2_2025-08-27_10-17-34.jpg,cameras/cam2/image,5089
2025-08-27_10-27-50,received_images/2025-08-27/cam2/cam2_2025-08-27_10-27-50.jpg,cameras/cam2/image,5089
2025-08-27_10-29-19,received_images/2025-08-27/cam2/cam2_2025-08-27_10-29-19.jpg,cameras/cam2/image,5089
2025-08-27_10-30-50,received_images/2025-08-27/cam2/cam2_2025-08-27_10-30-50.jpg,cameras/cam2/image,5089
2025-08-27_10-48-00,received_images/2025-08-27/cam2/cam2_2025-08-27_10-48-00.jpg,cameras/cam2/image,5101
